"qod","sug","tvnit","kotrt","ktovt","m","l","tarik_jlixa","tarik_hosfa"
"ספק 0","מאמר",,"פרקים ראשונים בבירורה של שאלת הספק","..axrimpl/klli/tora.co.il.shiurim.yuval.safk.ergun.html","ר' שרלו","""הישן יתחדש""",,22/07/2004 10:42:23
"ספק 3","דיון",,"ספק 3 - ""יהא מונח""","../axrimpl/moreshet/42499.html","אראל","שות מורשת",,22/07/2004 10:46:44
"ספק 4","דיון",,"ספק 4 - נקודת מוצא?","../axrimpl/moreshet/42497.html","אראל","שות מורשת",,22/07/2004 10:47:40
"סיווג המצוות","מאמר",,"סיווג המצוות לפי 4 גורמים","sug/index.html","אראל",,,23/07/2004 15:52:27
"תכלת אפרת - נגד","אתר",,"אתר נגד ה""תכלת ליטאים""","http://home.earthlink.net/~mendelsinger/chilazon/index.htm",,,,01/08/2004 13:14:26
"בית מקדש וירטואלי","אתר",,"בית מקדש וירטואלי - תמונות תלת מימדיות של כלי המקדש","http://www.yucs.org/~rweiser/virtual_mikdash.shtml","ראובן וייזר",,,03/08/2004 23:16:34
"הורות אחרת","אתר",,"הורות אחרת - הולדה ללא חיים משותפים","http://alp.org.il/",,,,06/08/2004 13:06:45
"הורות שווה","אתר",,"הורות שווה - חלוקה שוויונית של הטיפול בילדים בין שני ההורים","http://horut-shava.org.il/",,,,06/08/2004 13:12:03
"הזכות להורות","קהילה",,"הזכות להורות - נגד קיצוצים בטיפולי פוריות","http://tapuz.co.il/tapuzforum/main/anashim.asp?forum=842",,"תפוז",,06/08/2004 13:16:44
"חד הוריות מבחירה","קהילה",,"חד הוריות מבחירה","http://tapuz.co.il/tapuzforum/main/anashim.asp?forum=34",,"תפוז",,06/08/2004 13:18:54
"Jewish Loans","אתר",,"Jewish Interest Free Loans","http://www.pilotyid.com/loans.php",,,,06/09/2004 14:52:35
"משפחות מורכבות","קהילה",,"משפחות מורכבות - משפחות מנישואין שניים","http://tapuz.co.il/tapuzforum/main/anashim.asp?forum=693",,"תפוז",,06/08/2004 13:21:04
"זוגיות במשבר","קהילה",,"זוגיות במשבר - תמיכה וייעוץ בבעיות שקשורות לחיי נישואין","http://tapuz.co.il/tapuzforum/main/anashim.asp?forum=82",,"תפוז",,06/08/2004 13:22:58
"חינוך ביתי וחלופי","קהילה",,"חינוך ביתי, וחלופות אחרות לחינוך המקובל","http://tapuz.co.il/tapuzforum/main/anashim.asp?forum=728",,"תפוז",,06/08/2004 13:23:53
"חינוך לתורה","מאדם","mcwot","חינוך הילדים (לתורה)","sug/xynwk_ltwrh.html",,,,04/07/2004 15:06:21
"יערות הגשם","אתר",,"שימור יערות הגשם בקליק אחד","http://www.therainforestsite.com","האו""ם",,,06/08/2004 14:03:15
"מילה ורפואה","אתר",,"מידע רפואי על מילה","http://www.circinfo.net/",,,,06/08/2004 14:38:50
"נתינה","מרצון","mcwot_rcon","נתינת כסף ורכוש בהתנדבות","sug/rcon_ntynh.html",,,,04/01/2004 20:41:13
"מצוות לפי מקום","מעצם","mcwot_ecm","מקומות שבקשר אליהם יש לקיים מצוות","sug/ecm_mqom.html",,,,04/07/2004 15:12:54
"ארבעת המינים דעת","אתר",,"מאמרים על ארבעת המינים","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%E0%F8%E1%F2%FA+%E4%EE%E9%F0%E9%ED",,"""אתר דעת""",,09/08/2004 21:16:18
"מלאכה כלשהי","מרצון","mcwot_rcon","מלאכה כלשהי","sug/rcon_ebwdh_kllit.html",,,,05/07/2004 8:35:39
"השתחויה","מרצון","mcwot_rcon","השתחויה","sug/rcon_hjtxwyh.html",,,,05/07/2004 8:35:39
"כלי מידה","מעצם","mcwot_ecm","כלי מידה","sug/ecm_kly_mydh.html",,,,10/08/2004 9:08:02
"ארץ ישראל דעת","אתר",,"מאמרים בנושא א""י","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%E0%F8%F5+%E9%F9%F8%E0%EC",,"""אתר דעת""",,10/08/2004 12:18:07
"בל תשחית דעת","אתר",,"מאמרים בנושא:""בל תשחית""","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%E1%EC+%FA%F9%E7%E9%FA+",,"""אתר דעת""",,10/08/2004 12:37:01
"בכורות דעת","אתר",,"מאמרים בנושא:""בכורות""","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%E1%EB%E5%F8%E5%FA",,"""אתר דעת""",,10/08/2004 14:24:35
"נישואין","מרצון","mcwot_rcon","נישואין","sug/rcon_nyjwayn.html",,,,20/07/2004 20:18:14
"ברכת המזון דעת","אתר",,"מאמרים בנושא:""ברכת המזון""","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%E1%F8%EB%FA+%E4%EE%E6%E5%EF",,"""אתר דעת""",,10/08/2004 16:18:14
"ברכות דעת","אתר",,"מאמרים בנושא:""ברכות""","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%E1%F8%EB%E5%FA",,"""אתר דעת""",,10/08/2004 16:22:19
"הלואה בלי ריבית לעניים","אוסף","osf","הלואה בלי ריבית לעניים","ribit0/lenyym.html",,,,02/09/2004 12:28:37
"ערך החסד","מערך",,"ערך החסד, עזרה לזולת","sug/rayon_xsd.html",,,,04/01/2004 20:49:21
"אתרי מילה","אתר",,"ברית-מילה ומוהלים ברשת","http://dmoz.org/World/Hebrew/חברה/דת_ורוחניות/יהדות/ברית_מילה/",,"המדריך הפתוח",,23/08/2004 10:54:22
"איסור חדש","אתר",,"מאמרים בנושא:""איסור חדש""","http://www.daat.ac.il/daat/kitveyet/emunat/tohen1.htm#6",,"""אתר דעת""",,10/08/2004 16:32:27
"הפרשת חלה דעת","אתר",,"מאמרים בנושא:""הפרשת חלה""","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%E7%EC%E4",,"""אתר דעת""",,10/08/2004 16:38:53
"כלאיים בצמחים דעת","אתר",,"מאמרים בנושא:""כלאיים""","http://www.daat.ac.il/daat/daat_index/index2.asp?klali=%EB%EC%E0%E9%E9%ED",,"""אתר דעת""",,11/08/2004 0:10:17
"כלאי הכרם דעת","מאמר",,"כלאיים ב""נענע"" בכרם","http://www.daat.ac.il/daat/kitveyet/emunat/14/01410.htm","הרב יהודה הלוי עמיחי","""אמונת עתיך"" 14",,11/08/2004 0:32:18
"האדם מול הבריאה","מאמר",,"האדם מול הבריאה - ביאור מצות כלאים","http://www.daat.ac.il/daat/kitveyet/emunat/05/00504.htm","הרב עזריאל אריאל","""אמונת עתיך"" 5",,11/08/2004 0:46:35
"אדם מת","מעצם","mcwot_ecm","אדם מת","sug/ecm_adm_mt.html",,,,17/08/2004 17:56:18
"פענוח רציחות","מאמר",,"האמת האילמת - פענוח רציחות","../axrimpl/klli/demons.org.il.dt.forensics.html","אבי סבג","דמונים",,24/08/2004 13:46:07
"הילת שוהם","אתר",,"להשקיע בחברות שאינן מחללות שבת","../axrimpl/klli/moreshet.co.il.news.news1.asp.x.10943.kategory.1100.html",,"מורשת",,24/08/2004 13:46:19
"כיסוי ראש לגברים","דיון",,"כיסוי ראש לגברים","../axrimpl/hydepark/1042925_1.html",,"דרישת השם באמצעות התורה שבכתב",,24/08/2004 13:46:19
"מנהג הנפת הזרת","מאמר",,"מנהג הנפת הזרת","../axrimpl/klli/haayal.co.il.story.php3.id.1253.html","אסף שרעבי","האייל הקורא",,24/08/2004 13:46:30
"נישואי בוסר?","דיון",,"נישואי בוסר - טוב או רע?","../axrimpl/hydepark/1034107_1.html",,"עצור כאן חושבים",,24/08/2004 13:48:15
"חפצא וגברא","דיון",,"חפצא וגברא, דאורייתא ודרבנן","../axrimpl/hydepark/1032953_1.html",,"עצור כאן חושבים",,24/08/2004 13:48:15
"מצוות מוסריות וטקסיות","דיון",,"חלוקת המצוות ל""מוסריות"" לעומת ""טקסיות"" - על-פי דיני אנינות ודיני חלל","../axrimpl/hydepark/1032180_1.html",,"עצור כאן חושבים",,24/08/2004 13:48:15
"אבל על המקדש","מאמר",,"איך אפשר להתאבל על חורבן בית המקדש?","../axrimpl/klli/aish.com.hspirituality.odysseys.The.Heart.Rending.Cry.asp.html",,"aish",,24/08/2004 13:48:15
"טעם שעטנז","טעם",,"טעם איסור שעטנז","../axrimpl/hydepark/592481_1.html",,"עצור כאן חושבים",,24/08/2004 13:48:15
"מניין תרי""ג מצוות","דיון",,"משמעות המניין - תרי""ג מצוות","../axrimpl/hydepark/288307_1.html",,"עצור כאן חושבים",,24/08/2004 13:48:15
"החזרת הזכיה","דרך",,"כשזוכים בהגרלה - להחזיר את סכום הזכיה למשתתפים","../axrimpl/hydepark/1031023_1.html",,"דרישת השם באמצעות התורה שבכתב",,24/08/2004 13:48:15
"אלילות מינות וקבלה","דיון",,"מיתוס האלילות והמינות והקבלה","../axrimpl/hydepark/425667_1.html",,"עצור כאן חושבים",,24/08/2004 13:48:15
"הלואה או מתנה ישן","דיון",,"הלואה או מתנה?","../axrimpl/hydepark/1036909_1.html",,"עצור כאן חושבים",,24/08/2004 13:48:15
"כלל המצוות","אוסף","osf","מאמרים על כל המצוות, ועל כללים שקשורים למצוות","mamr/kll_mcwa.html",,,,24/08/2004 13:49:07
"חובות","אתר",,"איך לצאת מחובות","http://www.hovot.co.il",,,,24/08/2004 14:10:07
"תורת הכלכלה היהודית","מאמר",,"תורת הכלכלה היהודית - האם התורה היא סוציאליסטית?","http://www.tchelet.org/17-lifshitz.html","יוסף יצחק ליפשיץ","""תכלת"" יז",,24/08/2004 14:17:10
"למה מתחתנים?","דיון",,"למה מתחתנים?","../axrimpl/hydepark/435548_1.html","התבהרות","עצור כאן חושבים",,24/08/2004 14:33:52
"השבת אבידה לגויים","דיון",,"השבת אבידה לגויים ואיסור ""לא תחנם""","../axrimpl/hydepark/1061214_1.html","אראל","עצור כאן חושבים",,24/08/2004 14:34:08
"אבידה לעומת הזנחה","דיון",,"אבידה לעומת הזנחה","./axrimpl/hydepark/1048613_1.html","יהוסף","עצור כאן חושבים",,24/08/2004 14:35:35
"בעלות על ממון בגטו","דיון",,"בעלות על ממון בגטו - מקום שבו האדם חשוב כמת","./axrimpl/hydepark/1061898_1.html","הרב גיברלטר","עצור כאן חושבים",,24/08/2004 14:36:37
"אתר תפילין כל היום","אתר",,"תפילין - להחזיר עטרה ליושנה","http://gen.magicpage.co.il/tfilin?http://tfilin.tk","א. ש.",,,24/08/2004 14:37:26
"לימוד מהמציאות","אוסף","osf","לימוד רצון ה' מאירועים שקורים במציאות","mamr/simnim.html",,,,24/08/2004 15:33:31
"עבודה בבי""ח בשבת","מאמר",,"עבודה בבית-חולים בשבת","../axrimpl/hydepark/1064907_1.html","מחברים שונים","דרישת השם באמצעות התורה שבכתב",,24/08/2004 16:07:01
"בעלות וקניין","דיון",,"מהותם של בעלות וקניין","../axrimpl/hydepark/292369_1.html","מחברים שונים","עצור כאן חושבים",,25/08/2004 7:23:44
"קבלת הלוואה בלי ריבית","דרך",,"קבלת הלוואה בלי ריבית","ribit0/hlwaa_mgmx.html","אראל סגל",,,25/08/2004 7:38:01
"הלואה בלי ריבית בעתיד","אוסף","osf","רעיונות לשיפור בנושא ההלוואות לנזקקים; מיועד לאנשי ציבור, בנקים וארגונים.","ribit0/kn2.html",,,,27/02/2004 11:15:20
"כשרות עופות","מאמר",,"מאמר- בשר עוף למהדרין","http://www.daat.ac.il/daat/kitveyet/emunat/18/01812.htm","הרב יעקב אריאל","אמונת עתיך",,30/08/2004 11:03:16
"שמירת שבת בהיי-טק","דיון",,"שמירת שבת בכלכלה של ימינו - בחברת היי-טק","../axrimpl/hydepark/1069950_1.html","אבהו ועוד","עצור כאן חושבים",,01/09/2004 22:21:36
"אתרי בני נוח","אתר",,"מצוות בני נוח ברשת","http://dmoz.org/World/Hebrew/חברה/דת_ורוחניות/יהדות/בני_נוח/",,"המדריך הפתוח",,23/08/2004 10:54:22
"ספירה נט","אתר",,"תוכנת עזר לספירת העומר","http://planet.nana.co.il/mmdb/?http//on.to/sfira",,,,06/09/2004 14:55:52
"אתרי תפילה","אתר",,"בתי-כנסת ותפילה ברשת","http://dmoz.org/World/Hebrew/חברה/דת_ורוחניות/יהדות/בתי_כנסת/",,"המדריך הפתוח",,23/08/2004 10:54:22
"השיבה שופטינו","אתר",,"אגודת ""השיבה שופטינו"" - להקמת בית הדין הגדול","http://beith-din.com",,,,09/09/2004 9:00:42
"תכלת - ארגונים","מאגר",,"אנשים שמוכרים פתילי תכלת","../_magr/tlpn_cicit.txt",,,,14/09/2004 13:07:19
"עזרה משפטית לנזקקים","מאגר",,"ארגונים שנותנים סיוע משפטי לנזקקים","../_magr/tlpn_ezra_mjptit.txt",,,,14/09/2004 13:07:19
"התנדבות - ארגונים","מאגר",,"ארגונים התנדבותיים כלליים","../_magr/tlpn_htndvut.txt",,,,14/09/2004 13:14:33
"חוק צער בעלי חיים","מאמר",,"חוק צער בעלי חיים","http://agri3.huji.ac.il/~yakobson/welfare/hock.htm","כנסת ישראל","אתר משרד החקלאות",,14/09/2004 15:57:05
"מצע מנותק בגוש קטיף","מאמר",,"גידול ירקות במצע מנותק בשמיטה בגוש קטיף","http://www.daat.ac.il/daat/kitveyet/emunat/01/00110.htm","אגרונום מרדכי שומרון","כתבי עת דעת",,14/09/2004 15:57:11
"איך למתוח ביקורת","מאמר",,"איך להעביר ביקורת?","http://www.beofen-tv.co.il/cgi-bin/chiq.pl?איך_להעביר_ביקורת","עודד לבנה","באופן טבעי",,14/09/2004 15:57:11
"אפרת","אתר",,"אפרת - למען מניעת הפלות שאינן הכרחיות, בפרט אלו שהן על רקע סוציו-אקונומי","http://www.efrat.org.il","-","-",,14/09/2004 15:57:11
"עזרה לנהג תקוע","דרך",,"לעזור לאדם שנתקע באמצע הדרך",,,,,23/09/2004 12:12:08
"כשרות ופסלות הלולב","הגדרה",,"כשרות ופסלות הלולב - טור ב""י ושו""ע סימן תרמ""ה","messages/symn_trmh0.doc","יהודי בגולה זה אני","עוד לא פורסם ופתוח לתגובות",,25/09/2004 18:58:16
"תרומה ל""אפרת""","דרך",,"תרומה לאגודת אפרת כחלופה לפריה ורביה","../axrimpl/moreshet/45879.html","הרב יובל שרלו","שות מורשת",,25/09/2004 18:58:29
"נגינה בשבת","הגדרה",,"האם מותר לנגן בשבת?","../axrimpl/hydepark/1100535_1.html","מחברים שונים","דרישת השם באמצעות התורה שבכתב",,25/09/2004 18:58:34
"סמכות הסנהדרין בתורה","הגדרה",,"סמכות בית-הדין-הגדול בתורה","../axrimpl/hydepark/706983_1.html","מחברים שונים","דרישת השם באמצעות התורה שבכתב",,25/09/2004 18:58:34
"כיסוי הדם - טעם","טעם",,"ביאור מצוות כיסוי הדם","../axrimpl/hydepark/188809_1.html","יהוסף, מיימוני ועוד","עצור כאן חושבים",,25/09/2004 18:58:34
"כיסוי הדם - שאלות","טעם",,"שאלות על מצוות כיסוי הדם","../axrimpl/hydepark/1094845_1.html","שאול, אראל, יהוסף ועוד","עצור כאן חושבים",,25/09/2004 18:58:34
"סיכום להלכות התשובה","הגדרה",,"סיכום להלכות התשובה","messages/hlkwt_tjwbh0.doc","דניאל כהן","daniel_coh @ walla.co.il",,25/09/2004 18:58:34
"תושב""ע גרוזמן","מאמר",,"תורה שבעל-פה","http://www.manof.org.il/sh.asp?x=688","דר מאיר גרוזמן","אתר מנוף",,25/09/2004 18:58:34
"חיתוך נייר לעומת הפגנות","דיון",,"אם אסור לחתוך נייר טואלט, איך מותר להפגין?","http://www.fresh.co.il/dcforum/ShulhanAruch/645.html","מחברים שונים","אתר פרש - פורום שולחן ערוך",,25/09/2004 18:58:34
"מינוי ראשי ישיבה","דיון",,"איך מתמנים ראשי הישיבה","../axrimpl/hydepark/1108937_1.html","מחברים שונים","עצור כאן חושבים",,25/09/2004 18:58:34
"למען הקהילה","דרך",,"פורום למען הקהילה","http://www.tapuz.co.il/tapuzforum/main/anashim.asp?forum=954","אתר תפוז",,,25/09/2004 18:58:34
"מהי ""מלאכה""?","אוסף","osf","מאמרים על ההגדרה של ""מלאכה"" שאסור לעשות בשבתות וחגים","mamr/mlaka.html",,,,25/09/2004 19:27:04
